ORDERNUMBER,PRODUCTCODE,QUANTITYORDERED,PRICEEACH,ORDERLINENUMBER,orderdetailid,dealsizeid,productid,SALES
10351,S24_3949,34,59.37,3,1953,2,78,2018.58
10361,S24_3949,26,142.73,7,1954,1,78,3710.98
10373,S24_3949,39,73.0,13,1955,2,78,2847.0
10386,S24_3949,41,73.32,12,1956,1,78,3006.12
10398,S24_3949,41,68.24,2,1957,2,78,2797.84
10401,S24_3949,64,60.05,12,1958,2,78,3843.2
10416,S24_3949,18,75.06,13,1959,2,78,1351.08
10100,S24_3969,49,34.47,1,1960,2,79,1689.03
10110,S24_3969,48,34.47,5,1961,2,79,1654.56
10124,S24_3969,46,33.23,4,1962,1,79,1528.58
10149,S24_3969,26,38.98,9,1963,2,79,1013.48
10173,S24_3969,35,33.23,11,1964,2,79,1163.05
10182,S24_3969,23,42.26,8,1965,1,79,971.98
10193,S24_3969,22,41.03,12,1966,2,79,902.66
10204,S24_3969,39,33.23,2,1967,2,79,1295.97
10214,S24_3969,44,34.88,5,1968,2,79,1534.72
10227,S24_3969,27,43.9,8,1969,1,79,1185.3
10242,S24_3969,46,36.93,1,1970,1,79,1698.78
10280,S24_3969,33,41.85,14,1971,3,79,1381.05
10288,S24_3969,33,40.62,3,1972,1,79,1340.46
10303,S24_3969,24,40.21,1,1973,1,79,965.04
10312,S24_3969,31,35.29,15,1974,3,79,1093.99
10332,S24_3969,41,77.24,14,1975,2,79,3166.84
10346,S24_3969,22,97.44,4,1976,1,79,2143.68
10368,S24_3969,46,37.34,3,1977,2,79,1717.64
10380,S24_3969,43,95.03,12,1978,1,79,4086.29
10408,S24_3969,15,36.93,1,1979,1,79,553.95
10420,S24_3969,15,43.49,3,1980,2,79,652.35
10104,S24_4048,26,112.37,5,1981,2,80,2921.62
10115,S24_4048,44,126.56,1,1982,2,80,5568.64
10127,S24_4048,20,96.99,7,1983,3,80,1939.8
10141,S24_4048,40,94.62,1,1984,1,80,3784.8
10152,S24_4048,23,121.83,3,1985,2,80,2802.09
10165,S24_4048,24,99.36,8,1986,3,80,2384.64
10176,S24_4048,29,100.54,7,1987,3,80,2915.66
10184,S24_4048,49,118.28,2,1988,2,80,5795.72
10195,S24_4048,34,108.82,2,1989,2,80,3699.88
10207,S24_4048,28,106.45,3,1990,2,80,2980.6
10220,S24_4048,37,136.02,7,1991,3,80,5032.74
10230,S24_4048,45,105.27,5,1992,3,80,4737.15
10246,S24_4048,46,137.2,1,1993,2,80,6311.2
10271,S24_4048,22,139.57,1,1994,2,80,3070.54
10282,S24_4048,39,123.01,10,1995,3,80,4797.39
10292,S24_4048,27,141.94,4,1996,1,80,3832.38
10305,S24_4048,36,128.93,1,1997,2,80,4641.48
10314,S24_4048,38,105.27,10,1998,3,80,4000.26
10325,S24_4048,44,121.04,5,1999,2,80,5325.76
10336,S24_4048,31,148.99,5,2000,1,80,4618.69
10349,S24_4048,23,138.39,2,2001,2,80,3182.97
10359,S24_4048,22,118.32,7,2002,1,80,2603.04
10371,S24_4048,28,50.32,9,2003,2,80,1408.96
10383,S24_4048,21,93.91,4,2004,2,80,1972.11
10394,S24_4048,37,140.75,7,2005,2,80,5207.75
10412,S24_4048,31,137.2,1,2006,2,80,4253.2
10103,S24_4258,25,114.92,15,2007,2,81,2873.0
10126,S24_4258,34,105.18,15,2008,3,81,3576.12
10139,S24_4258,29,112.97,4,2009,2,81,3276.13
10149,S24_4258,20,90.57,1,2010,2,81,1811.4
10163,S24_4258,42,91.55,5,2011,2,81,3845.1
10173,S24_4258,22,116.87,3,2012,2,81,2571.14
10183,S24_4258,47,107.13,12,2013,2,81,5035.11
10193,S24_4258,20,113.95,4,2014,2,81,2279.0
10206,S24_4258,33,97.39,10,2015,3,81,3213.87
10215,S24_4258,39,90.57,7,2016,2,81,3532.23
10228,S24_4258,33,103.23,6,2017,2,81,3406.59
10244,S24_4258,40,86.68,4,2018,2,81,3467.2
10257,S24_4258,46,78.89,4,2019,2,81,3628.94
10269,S24_4258,48,97.39,2,2020,1,81,4674.72
10280,S24_4258,21,78.89,6,2021,3,81,1656.69
10290,S24_4258,45,114.92,1,2022,1,81,5171.4
10304,S24_4258,33,101.29,10,2023,3,81,3342.57
10312,S24_4258,44,111.02,7,2024,3,81,4884.88
10324,S24_4258,33,189.93,3,2025,1,81,6267.69
10348,S24_4258,39,50.31,2,2026,1,81,1962.09
10358,S24_4258,41,167.0,6,2027,1,81,6847.0
10369,S24_4258,40,86.92,3,2028,2,81,3476.8
10382,S24_4258,33,139.17,4,2029,2,81,4592.61
10423,S24_4258,28,78.89,4,2030,1,81,2208.92
10106,S24_4278,26,63.76,3,2031,2,82,1657.76
10120,S24_4278,29,85.49,9,2032,1,82,2479.21
10133,S24_4278,46,77.52,4,2033,2,82,3565.92
10145,S24_4278,33,84.77,15,2034,2,82,2797.41
10168,S24_4278,48,78.25,10,2035,2,82,3756.0
10210,S24_4278,40,71.0,8,2036,2,82,2840.0
10223,S24_4278,23,74.62,10,2037,2,82,1716.26
10235,S24_4278,40,81.14,4,2038,1,82,3245.6
10250,S24_4278,37,74.62,5,2039,3,82,2760.94
10263,S24_4278,24,75.35,11,2040,2,82,1808.4
10275,S24_4278,27,62.31,10,2041,2,82,1682.37
10284,S24_4278,21,71.0,2,2042,2,82,1491.0
10297,S24_4278,23,72.45,5,2043,1,82,1666.35
10308,S24_4278,44,83.32,8,2044,2,82,3666.08
10317,S24_4278,35,83.32,1,2045,1,82,2916.2
10328,S24_4278,43,60.86,4,2046,2,82,2616.98
10340,S24_4278,40,84.77,1,2047,2,82,3390.8
10353,S24_4278,35,89.9,3,2048,2,82,3146.5
10361,S24_4278,25,62.46,1,2049,1,82,1561.5
10375,S24_4278,43,233.48,2,2050,1,82,10039.6
10386,S24_4278,50,63.34,8,2051,1,82,3167.0
10398,S24_4278,45,78.25,14,2052,2,82,3521.25
10401,S24_4278,52,81.14,4,2053,2,82,4219.28
10416,S24_4278,48,74.62,5,2054,2,82,3581.76
10108,S24_4620,31,68.71,10,2055,2,83,2130.01
10122,S24_4620,29,71.14,14,2056,3,83,2063.06
10135,S24_4620,23,87.31,11,2057,3,83,2008.13
10147,S24_4620,31,64.67,11,2058,3,83,2004.77
10169,S24_4620,24,94.58,6,2059,2,83,2269.92
10180,S24_4620,28,71.14,1,2060,1,83,1991.92
10191,S24_4620,44,66.29,7,2061,2,83,2916.76
10211,S24_4620,22,92.16,6,2062,2,83,2027.52
10225,S24_4620,46,70.33,13,2063,2,83,3235.18
10238,S24_4620,22,93.77,7,2064,2,83,2062.94
10252,S24_4620,38,87.31,3,2065,1,83,3317.78
10264,S24_4620,47,83.27,1,2066,1,83,3913.69
10276,S24_4620,48,75.18,7,2067,3,83,3608.64
10287,S24_4620,40,88.12,16,2068,2,83,3524.8
10299,S24_4620,32,80.84,1,2069,1,83,2586.88
10310,S24_4620,49,97.01,14,2070,2,83,4753.49
10319,S24_4620,43,85.69,2,2071,2,83,3684.67
10331,S24_4620,41,139.4,2,2072,2,83,5715.4
10343,S24_4620,30,103.29,1,2073,2,83,3098.7
10355,S24_4620,28,95.39,9,2074,2,83,2670.92
10363,S24_4620,43,119.87,9,2075,1,83,5154.41
10378,S24_4620,41,119.37,2,2076,1,83,4894.17
10390,S24_4620,30,82.42,10,2077,2,83,2472.6
10103,S32_1268,31,104.01,3,2078,2,84,3224.31
10114,S32_1268,32,114.61,7,2079,2,84,3667.52
10126,S32_1268,43,96.31,3,2080,3,84,4141.33
10140,S32_1268,26,108.83,3,2081,3,84,2829.58
10151,S32_1268,27,113.65,10,2082,2,84,3068.55
10164,S32_1268,24,109.79,1,2083,2,84,2634.96
10175,S32_1268,22,110.76,8,2084,2,84,2436.72
10184,S32_1268,46,100.16,13,2085,2,84,4607.36
10194,S32_1268,37,97.27,3,2086,3,84,3598.99
10207,S32_1268,49,80.9,14,2087,2,84,3964.1
10217,S32_1268,21,106.9,3,2088,3,84,2244.9
10229,S32_1268,25,111.72,8,2089,2,84,2793.0
10245,S32_1268,37,111.72,1,2090,2,84,4133.64
10259,S32_1268,45,86.68,11,2091,2,84,3900.6
10270,S32_1268,32,85.72,1,2092,2,84,2743.04
10281,S32_1268,29,82.83,8,2093,3,84,2402.07
10291,S32_1268,26,83.79,3,2094,3,84,2178.54
10305,S32_1268,28,112.68,12,2095,2,84,3155.04
10313,S32_1268,27,87.64,6,2096,2,84,2366.28
10324,S32_1268,20,98.18,11,2097,1,84,1963.6
10335,S32_1268,44,107.87,1,2098,1,84,4746.28
10348,S32_1268,42,152.07,3,2099,1,84,6386.94
10358,S32_1268,41,108.0,1,2100,1,84,4428.0
10371,S32_1268,26,155.54,1,2101,2,84,4044.04
10382,S32_1268,26,104.17,6,2102,2,84,2708.42
10411,S32_1268,26,111.72,1,2103,2,84,2904.72
10425,S32_1268,41,86.68,11,2104,2,84,3553.88
10107,S32_1374,20,92.9,8,2105,1,85,1858.0
10120,S32_1374,22,111.88,6,2106,1,85,2461.36
10133,S32_1374,23,114.87,1,2107,2,85,2642.01
10145,S32_1374,33,93.9,12,2108,2,85,3098.7
10168,S32_1374,28,115.87,7,2109,2,85,3244.36
10188,S32_1374,44,98.89,7,2110,2,85,4351.16
10210,S32_1374,46,79.91,5,2111,2,85,3675.86
10223,S32_1374,21,117.87,7,2112,2,85,2475.27
10235,S32_1374,41,101.89,1,2113,1,85,4177.49
10250,S32_1374,31,105.88,2,2114,3,85,3282.28
10263,S32_1374,31,79.91,8,2115,2,85,2477.21
10275,S32_1374,23,81.91,7,2116,2,85,1883.93
10285,S32_1374,37,98.89,12,2117,2,85,3658.93
10297,S32_1374,26,109.88,2,2118,1,85,2856.88
10308,S32_1374,24,79.91,5,2119,2,85,1917.84
10318,S32_1374,47,112.88,7,2120,2,85,5305.36
10329,S32_1374,45,63.91,11,2121,2,85,2875.95
10340,S32_1374,55,117.87,2,2122,2,85,6482.85
10353,S32_1374,46,81.17,5,2123,2,85,3733.82
10363,S32_1374,50,131.53,2,2124,1,85,6576.5
10375,S32_1374,37,171.71,3,2125,1,85,6353.27
10387,S32_1374,44,94.9,1,2126,2,85,4175.6
10401,S32_1374,49,101.89,1,2127,2,85,4992.61
10416,S32_1374,45,105.88,2,2128,2,85,4764.6
10108,S32_2206,27,43.45,13,2129,2,86,1173.15
10122,S32_2206,31,44.66,17,2130,3,86,1384.46
10135,S32_2206,33,40.23,14,2131,3,86,1327.59
10145,S32_2206,31,35.8,1,2132,2,86,1109.8
10169,S32_2206,26,39.83,9,2133,2,86,1035.58
10180,S32_2206,34,45.46,4,2134,1,86,1545.64
10190,S32_2206,46,32.99,1,2135,2,86,1517.54
10211,S32_2206,41,42.24,9,2136,2,86,1731.84
10224,S32_2206,43,39.43,2,2137,2,86,1695.49
10237,S32_2206,26,40.23,2,2138,1,86,1045.98
10252,S32_2206,36,48.28,6,2139,1,86,1738.08
10264,S32_2206,20,32.59,4,2140,1,86,651.8
10276,S32_2206,27,36.61,10,2141,3,86,988.47
10285,S32_2206,37,41.03,1,2142,2,86,1518.11
10299,S32_2206,24,42.24,4,2143,1,86,1013.76
10310,S32_2206,36,43.05,17,2144,2,86,1549.8
10319,S32_2206,29,38.22,5,2145,2,86,1108.38
10331,S32_2206,28,146.52,3,2146,2,86,4102.56
10343,S32_2206,29,128.04,5,2147,2,86,3713.16
10355,S32_2206,38,39.83,10,2148,2,86,1513.54
10364,S32_2206,48,48.28,1,2149,1,86,2317.44
10378,S32_2206,40,82.46,1,2150,1,86,3298.4
10390,S32_2206,41,44.56,11,2151,2,86,1826.96
10403,S32_2206,30,40.23,2,2152,1,86,1206.9
10104,S32_2509,35,47.62,11,2153,2,87,1666.7
10114,S32_2509,28,55.73,2,2154,2,87,1560.44
10127,S32_2509,45,51.95,13,2155,3,87,2337.75
10141,S32_2509,24,45.99,7,2156,1,87,1103.76
10151,S32_2509,41,63.85,5,2157,2,87,2617.85
10165,S32_2509,48,45.99,14,2158,3,87,2207.52
10175,S32_2509,50,63.31,3,2159,2,87,3165.5
10184,S32_2509,33,62.77,8,2160,2,87,2071.41
10195,S32_2509,32,43.29,8,2161,2,87,1385.28
10207,S32_2509,27,60.06,9,2162,2,87,1621.62
10219,S32_2509,35,55.19,4,2163,2,87,1931.65
10229,S32_2509,23,54.11,3,2164,2,87,1244.53
10246,S32_2509,35,48.7,7,2165,2,87,1704.5
10259,S32_2509,40,43.83,6,2166,2,87,1753.2
10271,S32_2509,35,47.62,7,2167,2,87,1666.7
10281,S32_2509,31,55.19,3,2168,3,87,1710.89
10292,S32_2509,50,46.53,10,2169,1,87,2326.5
10305,S32_2509,40,57.9,7,2170,2,87,2316.0
10313,S32_2509,38,45.45,1,2171,2,87,1727.1
10325,S32_2509,38,232.74,3,2172,2,87,8844.12
10335,S32_2509,40,60.6,3,2173,1,87,2424.0
10349,S32_2509,33,46.53,1,2174,2,87,1535.49
10359,S32_2509,36,176.63,3,2175,1,87,6358.68
10371,S32_2509,20,66.47,2,2176,2,87,1329.4
10383,S32_2509,32,53.18,5,2177,2,87,1701.76
10394,S32_2509,36,62.77,3,2178,2,87,2259.72
10412,S32_2509,19,48.7,7,2179,2,87,925.3
10425,S32_2509,11,43.83,6,2180,2,87,482.13
10104,S32_3207,49,65.87,4,2181,2,88,3227.63
10116,S32_3207,27,63.38,1,2182,1,88,1711.26
10127,S32_3207,29,70.84,6,2183,3,88,2054.36
10142,S32_3207,42,74.57,16,2184,3,88,3131.94
10152,S32_3207,33,50.95,2,2185,2,88,1681.35
10165,S32_3207,44,53.44,7,2186,3,88,2351.36
10176,S32_3207,22,64.0,6,2187,3,88,1408.0
10184,S32_3207,48,50.95,1,2188,2,88,2445.6
10195,S32_3207,33,54.68,1,2189,2,88,1804.44
10207,S32_3207,45,56.55,2,2190,2,88,2544.75
10220,S32_3207,20,52.82,6,2191,3,88,1056.4
10230,S32_3207,46,60.9,4,2192,3,88,2801.4
10247,S32_3207,40,49.71,6,2193,3,88,1988.4
10272,S32_3207,45,64.63,6,2194,2,88,2908.35
10282,S32_3207,36,59.65,9,2195,3,88,2147.4
10292,S32_3207,31,67.73,3,2196,1,88,2099.63
10306,S32_3207,46,50.33,17,2197,2,88,2315.18
10314,S32_3207,35,66.49,9,2198,3,88,2327.15
10325,S32_3207,28,192.05,2,2199,2,88,5377.4
10336,S32_3207,31,84.71,9,2200,1,88,2626.01
10350,S32_3207,27,163.2,14,2201,1,88,4406.4
10359,S32_3207,22,195.51,1,2202,1,88,4301.22
10371,S32_3207,30,99.55,11,2203,2,88,2986.5
10383,S32_3207,44,36.07,8,2204,2,88,1587.08
10394,S32_3207,30,60.28,4,2205,2,88,1808.4
10413,S32_3207,24,49.71,6,2206,3,88,1193.04
10103,S32_3522,45,75.63,7,2207,2,89,3403.35
10113,S32_3522,23,68.52,1,2208,2,89,1575.96
10126,S32_3522,26,62.7,7,2209,3,89,1630.2
10140,S32_3522,28,60.76,7,2210,3,89,1701.28
10150,S32_3522,49,58.18,4,2211,3,89,2850.82
10164,S32_3522,49,54.94,5,2212,2,89,2692.06
10175,S32_3522,29,74.98,12,2213,2,89,2174.42
10183,S32_3522,49,64.64,4,2214,2,89,3167.36
10194,S32_3522,39,54.94,7,2215,3,89,2142.66
10206,S32_3522,36,58.82,2,2216,3,89,2117.52
10217,S32_3522,39,62.05,7,2217,3,89,2419.95
10229,S32_3522,30,73.04,12,2218,2,89,2191.2
10245,S32_3522,44,69.16,5,2219,2,89,3043.04
10258,S32_3522,20,61.41,2,2220,3,89,1228.2
10270,S32_3522,21,63.35,5,2221,2,89,1330.35
10281,S32_3522,36,77.57,12,2222,3,89,2792.52
10291,S32_3522,32,71.75,7,2223,3,89,2296.0
10304,S32_3522,36,73.04,2,2224,3,89,2629.44
10313,S32_3522,34,56.24,10,2225,2,89,1912.16
10324,S32_3522,48,171.03,4,2226,1,89,8209.44
10348,S32_3522,31,101.29,5,2227,1,89,3139.99
10358,S32_3522,36,157.49,2,2228,1,89,5669.64
10370,S32_3522,25,126.41,3,2229,1,89,3160.25
10382,S32_3522,48,141.66,8,2230,2,89,6799.68
10411,S32_3522,27,69.16,5,2231,2,89,1867.32
10424,S32_3522,44,61.41,2,2232,3,89,2702.04
10106,S32_4289,33,72.92,5,2233,2,90,2406.36
10120,S32_4289,29,72.23,11,2234,1,90,2094.67
10133,S32_4289,49,57.1,6,2235,2,90,2797.9
10144,S32_4289,20,81.86,1,2236,1,90,1637.2
10168,S32_4289,31,73.61,12,2237,2,90,2281.91
10210,S32_4289,39,59.16,10,2238,2,90,2307.24
10223,S32_4289,20,66.04,12,2239,2,90,1320.8
10235,S32_4289,34,77.73,6,2240,1,90,2642.82
10250,S32_4289,50,61.22,7,2241,3,90,3061.0
10262,S32_4289,40,79.11,2,2242,2,90,3164.4
10275,S32_4289,28,63.97,12,2243,2,90,1791.16
10284,S32_4289,50,81.86,4,2244,2,90,4093.0
10297,S32_4289,28,79.8,7,2245,1,90,2234.4
10308,S32_4289,46,66.04,10,2246,2,90,3037.84
10316,S32_4289,24,59.16,2,2247,2,90,1419.84
10328,S32_4289,24,81.17,5,2248,2,90,1948.08
10340,S32_4289,39,59.16,3,2249,2,90,2307.24
10353,S32_4289,40,44.51,7,2250,2,90,1780.4
10361,S32_4289,49,72.33,2,2251,1,90,3544.17
10375,S32_4289,44,82.26,4,2252,1,90,3619.44
10388,S32_4289,35,111.97,8,2253,2,90,3918.95
10398,S32_4289,22,67.41,4,2254,2,90,1483.02
10401,S32_4289,62,77.73,6,2255,2,90,4819.26
10416,S32_4289,26,61.22,7,2256,2,90,1591.72
10108,S32_4485,31,118.38,16,2257,2,91,3669.78
10121,S32_4485,25,86.74,3,2258,1,91,2168.5
10135,S32_4485,30,89.8,17,2259,3,91,2694.0
10145,S32_4485,27,120.42,4,2260,2,91,3251.34
10169,S32_4485,34,115.32,12,2261,2,91,3920.88
10180,S32_4485,22,114.3,7,2262,1,91,2514.6
10190,S32_4485,42,85.72,4,2263,2,91,3600.24
10211,S32_4485,37,109.19,12,2264,2,91,4040.03
10224,S32_4485,30,111.23,5,2265,2,91,3336.9
10237,S32_4485,27,115.32,5,2266,1,91,3113.64
10252,S32_4485,25,113.28,9,2267,1,91,2832.0
10264,S32_4485,34,97.97,7,2268,1,91,3330.98
10276,S32_4485,38,113.28,13,2269,3,91,4304.64
10285,S32_4485,26,100.01,4,2270,2,91,2600.26
10299,S32_4485,38,115.32,7,2271,1,91,4382.16
10309,S32_4485,50,84.7,3,2272,2,91,4235.0
10319,S32_4485,22,119.4,8,2273,2,91,2626.8
10331,S32_4485,32,157.08,4,2274,2,91,5026.56
10341,S32_4485,31,71.02,4,2275,3,91,2201.62
10355,S32_4485,40,108.17,5,2276,2,91,4326.8
10365,S32_4485,22,155.69,3,2277,1,91,3425.18
10375,S32_4485,41,114.68,15,2278,1,91,4701.88
10390,S32_4485,45,48.98,12,2279,2,91,2204.1
10403,S32_4485,45,115.32,5,2280,1,91,5189.4
10106,S50_1341,39,40.15,6,2281,2,92,1565.85
10120,S50_1341,49,50.62,12,2282,1,92,2480.38
10133,S50_1341,27,50.19,7,2283,2,92,1355.13
10143,S50_1341,34,36.66,1,2284,2,92,1246.44
10156,S50_1341,20,41.02,1,2285,1,92,820.4
10168,S50_1341,48,51.93,13,2286,2,92,2492.64
10199,S50_1341,29,38.4,1,2287,1,92,1113.6
10210,S50_1341,43,41.02,11,2288,2,92,1763.86
10223,S50_1341,41,46.26,13,2289,2,92,1896.66
10235,S50_1341,41,35.35,7,2290,1,92,1449.35
10250,S50_1341,36,51.93,8,2291,3,92,1869.48
10262,S50_1341,49,37.97,3,2292,2,92,1860.53
10275,S50_1341,38,45.39,13,2293,2,92,1724.82
10284,S50_1341,33,51.93,5,2294,2,92,1713.69
10296,S50_1341,26,48.44,1,2295,2,92,1259.44
10308,S50_1341,47,43.64,11,2296,2,92,2051.08
10316,S50_1341,34,47.57,3,2297,2,92,1617.38
10328,S50_1341,34,51.93,7,2298,2,92,1765.62
10340,S50_1341,40,50.62,4,2299,2,92,2024.8
10353,S50_1341,40,82.21,8,2300,2,92,3288.4
10361,S50_1341,33,82.59,3,2301,1,92,2725.47
10375,S50_1341,49,65.8,5,2302,1,92,3224.2
10388,S50_1341,27,118.94,1,2303,2,92,3211.38
10398,S50_1341,49,36.66,5,2304,2,92,1796.34
10401,S50_1341,56,35.35,7,2305,2,92,1979.6
10416,S50_1341,37,51.93,8,2306,2,92,1921.41
10104,S50_1392,33,112.28,7,2307,2,93,3705.24
10115,S50_1392,27,105.33,3,2308,2,93,2843.91
10127,S50_1392,46,134.27,9,2309,3,93,6176.42
10141,S50_1392,44,125.01,3,2310,1,93,5500.44
10151,S50_1392,26,123.85,1,2311,2,93,3220.1
10165,S50_1392,48,94.92,10,2312,3,93,4556.16
10176,S50_1392,23,135.43,9,2313,3,93,3114.89
10184,S50_1392,45,109.96,4,2314,2,93,4948.2
10195,S50_1392,49,105.33,4,2315,2,93,5161.17
10207,S50_1392,28,94.92,5,2316,2,93,2657.76
10220,S50_1392,37,107.65,9,2317,3,93,3983.05
10230,S50_1392,34,116.91,7,2318,3,93,3974.94
10246,S50_1392,22,133.11,3,2319,2,93,2928.42
10259,S50_1392,29,105.33,2,2320,2,93,3054.57
10271,S50_1392,34,98.39,3,2321,2,93,3345.26
10282,S50_1392,38,113.44,12,2322,3,93,4310.72
10292,S50_1392,41,121.54,6,2323,1,93,4983.14
10305,S50_1392,42,109.96,3,2324,2,93,4618.32
10314,S50_1392,28,121.54,12,2325,3,93,3403.12
10325,S50_1392,38,136.59,4,2326,2,93,5190.42
10336,S50_1392,23,136.59,8,2327,1,93,3141.57
10350,S50_1392,31,71.4,8,2328,1,93,2213.4
10359,S50_1392,46,106.45,2,2329,1,93,4896.7
10371,S50_1392,48,56.55,10,2330,2,93,2714.4
10383,S50_1392,29,106.45,13,2331,2,93,3087.05
10395,S50_1392,46,123.76,4,2332,2,93,5692.96
10412,S50_1392,26,133.11,3,2333,2,93,3460.86
10425,S50_1392,18,105.33,2,2334,2,93,1895.94
10104,S50_1514,32,53.31,2,2335,2,94,1705.92
10117,S50_1514,21,49.21,11,2336,2,94,1033.41
10127,S50_1514,46,69.12,4,2337,3,94,3179.52
10142,S50_1514,42,49.79,14,2338,3,94,2091.18
10153,S50_1514,31,57.41,13,2339,2,94,1779.71
10165,S50_1514,38,66.78,5,2340,3,94,2537.64
10176,S50_1514,38,64.44,4,2341,3,94,2448.72
10185,S50_1514,20,48.62,15,2342,2,94,972.4
10196,S50_1514,46,62.09,7,2343,3,94,2856.14
10208,S50_1514,30,65.61,15,2344,3,94,1968.3
10220,S50_1514,30,68.54,4,2345,3,94,2056.2
10230,S50_1514,43,52.14,2,2346,3,94,2242.02
10247,S50_1514,49,63.85,4,2347,3,94,3128.65
10272,S50_1514,43,56.82,4,2348,2,94,2443.26
10282,S50_1514,37,66.78,7,2349,3,94,2470.86
10292,S50_1514,35,55.07,1,2350,1,94,1927.45
10306,S50_1514,34,60.34,15,2351,2,94,2051.56
10314,S50_1514,38,61.51,7,2352,3,94,2337.38
10325,S50_1514,44,134.84,7,2353,2,94,5932.96
10337,S50_1514,21,109.37,6,2354,1,94,2296.77
10350,S50_1514,44,147.52,17,2355,1,94,6490.88
10359,S50_1514,25,64.93,4,2356,1,94,1623.25
10372,S50_1514,24,58.58,9,2357,2,94,1405.92
10383,S50_1514,38,60.06,10,2358,2,94,2282.28
10395,S50_1514,45,199.49,3,2359,2,94,8977.05
10413,S50_1514,51,63.85,4,2360,3,94,3256.35
10108,S50_4713,34,82.99,14,2361,2,95,2821.66
10121,S50_4713,44,74.85,1,2362,1,95,3293.4
10135,S50_4713,44,96.0,15,2363,3,95,4224.0
10145,S50_4713,38,81.36,2,2364,2,95,3091.68
10169,S50_4713,48,80.55,10,2365,2,95,3866.4
10180,S50_4713,21,93.56,5,2366,1,95,1964.76
10190,S50_4713,40,66.72,2,2367,2,95,2668.8
10211,S50_4713,40,80.55,10,2368,2,95,3222.0
10224,S50_4713,50,77.29,3,2369,2,95,3864.5
10237,S50_4713,20,68.34,3,2370,1,95,1366.8
10252,S50_4713,48,72.41,7,2371,1,95,3475.68
10264,S50_4713,47,89.5,5,2372,1,95,4206.5
10276,S50_4713,21,70.78,11,2373,3,95,1486.38
10285,S50_4713,39,78.92,2,2374,2,95,3077.88
10299,S50_4713,44,80.55,5,2375,1,95,3544.2
10309,S50_4713,28,88.68,1,2376,2,95,2483.04
10319,S50_4713,45,77.29,6,2377,2,95,3478.05
10331,S50_4713,20,182.89,5,2378,2,95,3657.8
10341,S50_4713,38,123.22,3,2379,3,95,4682.36
10356,S50_4713,26,151.45,4,2380,2,95,3937.7
10365,S50_4713,44,113.28,2,2381,1,95,4984.32
10375,S50_4713,49,110.34,8,2382,1,95,5406.66
10390,S50_4713,22,158.69,13,2383,2,95,3491.18
10403,S50_4713,31,68.34,3,2384,1,95,2118.54
10105,S700_1138,41,70.67,5,2385,3,96,2897.47
10119,S700_1138,25,76.67,14,2386,2,96,1916.75
10129,S700_1138,31,60.0,5,2387,2,96,1860.0
10142,S700_1138,41,64.0,2,2388,3,96,2624.0
10153,S700_1138,43,64.67,1,2389,2,96,2780.81
10167,S700_1138,43,75.34,12,2390,2,96,3239.62
10177,S700_1138,24,76.0,3,2391,2,96,1824.0
10185,S700_1138,21,54.0,3,2392,2,96,1134.0
10197,S700_1138,23,64.67,9,2393,2,96,1487.41
10208,S700_1138,38,74.67,3,2394,3,96,2837.46
10222,S700_1138,31,62.67,15,2395,2,96,1942.77
10233,S700_1138,36,70.67,3,2396,2,96,2544.12
10248,S700_1138,36,71.34,6,2397,1,96,2568.24
10261,S700_1138,34,62.0,4,2398,2,96,2108.0
10273,S700_1138,21,65.34,7,2399,2,96,1372.14
10283,S700_1138,45,78.67,9,2400,1,96,3540.15
10295,S700_1138,26,75.34,4,2401,2,96,1958.84
10306,S700_1138,50,54.0,3,2402,2,96,2700.0
10315,S700_1138,41,62.0,2,2403,2,96,2542.0
10326,S700_1138,39,60.0,1,2404,2,96,2340.0
10339,S700_1138,22,128.02,5,2405,1,96,2816.44
10350,S700_1138,46,76.67,11,2406,1,96,3526.82
10373,S700_1138,44,105.18,14,2407,2,96,4627.92
10385,S700_1138,25,77.34,1,2408,2,96,1933.5
10396,S700_1138,39,66.67,1,2409,2,96,2600.13
10414,S700_1138,37,71.34,6,2410,1,96,2639.58
10106,S700_1691,31,106.87,7,2411,2,97,3312.97
10120,S700_1691,47,82.21,13,2412,1,97,3863.87
10133,S700_1691,24,77.64,8,2413,2,97,1863.36
10143,S700_1691,36,109.61,2,2414,2,97,3945.96
10156,S700_1691,48,103.21,2,2415,1,97,4954.08
10168,S700_1691,28,98.65,14,2416,2,97,2762.2
10199,S700_1691,48,83.12,2,2417,1,97,3989.76
10210,S700_1691,21,78.55,12,2418,2,97,1649.55
10223,S700_1691,25,101.39,14,2419,2,97,2534.75
10235,S700_1691,25,103.21,8,2420,1,97,2580.25
10250,S700_1691,31,91.34,9,2421,3,97,2831.54
10262,S700_1691,40,84.03,4,2422,2,97,3361.2
10275,S700_1691,32,89.51,14,2423,2,97,2864.32
10284,S700_1691,24,83.12,6,2424,2,97,1994.88
10296,S700_1691,42,102.3,2,2425,2,97,4296.6
10308,S700_1691,21,105.95,12,2426,2,97,2224.95
10316,S700_1691,34,82.21,4,2427,2,97,2795.14
10328,S700_1691,27,102.3,8,2428,2,97,2762.1
10340,S700_1691,30,88.6,5,2429,2,97,2658.0
10353,S700_1691,39,129.33,9,2430,2,97,5043.87
10361,S700_1691,20,60.54,4,2431,1,97,1210.8
10375,S700_1691,37,81.87,6,2432,1,97,3029.19
